geneID	chromosome	start	stop
YER133W-A	5	437187	437528
YER134C	5	437799	437263
YER135C	5	438340	437948
GDI1	5	439612	440967
YER137C	5	441815	441369
YER137C-A	5	449020	447698
YER137W-A	5	441571	441876
YER138C	5	449020	443752
YER138W-A	5	449470	449574
YER139C	5	451238	450558
YER140W	5	451560	453230
COX15	5	453454	454914
MAG1	5	456031	455141
DDI1	5	456314	457600
UBP5	5	460218	457801
FTR1	5	461735	460521
YER145C-A	5	462818	462381
LSM5	5	462580	462861
SCC4	5	464837	462963
YER147C-A	5	465608	465198
SPT15	5	465298	466020
YER148W-A	5	466180	466758
PEA2	5	467465	466203
SPI1	5	468365	468811
UBP3	5	472419	469681
YER152C	5	473983	472652
YER152W-A	5	473480	474046
PET122	5	474800	474036
OXA1	5	475015	476223
BEM2	5	482843	476340
YER156C	5	484336	483320
COG3	5	484783	487188
YER158C	5	490573	488852
YER158W-A	5	491482	491697
BUR6	5	491953	491525
YER159C-A	5	498119	496797
YER160C	5	498119	492851
SPT2	5	500343	499342
RAD4	5	502889	500625
YER163C	5	503777	503079
CHD1	5	505387	509793
YER165C-A	5	512978	512622
PAB1	5	510368	512101
DNF1	5	512739	517454
BCK2	5	518211	520766
CCA1	5	522664	521024
RPH1	5	523364	525754
ADK2	5	525969	526646
RAD3	5	527077	529413
BRR2	5	536016	529525
YER172C-A	5	536650	536270
RAD24	5	536295	538274
GRX4	5	539163	538429
TMT1	5	540358	539459
YER175W-A	5	540645	540809
ECM32	5	541685	545050
BMH1	5	545606	546409
PDA1	5	546812	548074
DMC1	5	548416	549512
ISC10	5	550522	549719
SLO1	5	551117	550860
YER181C	5	551791	551468
YER182W	5	552520	553254
FAU1	5	553964	553329
YER184C	5	558675	556291
YER185W	5	559449	560360
YER186C	5	562620	561700
KHS1	5	565667	566260
YER187W	5	566225	566650
YER188C-A	5	569902	569603
YER188W	5	568035	568754
YER189W	5	571150	571518
YER190C-A	5	575374	574799
YER190C-B	5	576157	575675
YRF1-2	5	571475	576520
YERCTy1-1	5	449316	443393
YERCTy1-2	5	498416	492690
YERCdelta10	5	288060	287743
YERCdelta14	5	431818	431486
YERCdelta15	5	435443	435124
YERCdelta16	5	436273	435942
YERCdelta19	5	443729	443393
YERCdelta20	5	449316	448980
YERCdelta23	5	492828	492690
YERCdelta24	5	498416	498079
YERCdelta26	5	552262	552035
YERCdelta8	5	249108	249330
YERComega1	5	564019	563923
YERCsigma1	5	250269	249929
YERCsigma2	5	354913	354847
YERCsigma3	5	434967	434627
YERCtau2	5	354726	354356
YERCtau3	5	436601	436275
YERWdelta11	5	312270	312441
YERWdelta12	5	353395	353731
YERWdelta13	5	354132	354846
YERWdelta17	5	442730	443068
YERWdelta21	5	444830	445135
YERWdelta22	5	487829	488160
YERWdelta25	5	551437	551768
YERWdelta7	5	176704	176855
YERWdelta9	5	249444	249751
YERWomega2	5	568786	569019
DEG1	6	147126	148454
SPB4	6	146929	145109
YFL002W-A	6	138199	143512
YFL002W-B	6	138199	139515
MSH4	6	137152	134516
VTC2	6	131805	134291
SEC4	6	130329	130976
BLM3	6	123474	129905
SMC1	6	119424	123101
CDC4	6	116139	118478
WWM1	6	115737	115102
AUA1	6	114984	115268
HXT10	6	112339	113979
YFL012W	6	110641	111087
YFL012W-A	6	109804	110178
IES1	6	109924	107846
YFL013W-A	6	107793	108596
HSP12	6	107250	107579
YFL015C	6	106957	106463
YFL015W-A	6	106409	106726
MDJ1	6	106230	104695
GNA1	6	104456	103977
SMX2	6	103693	103926
LPD1	6	103121	101622
YFL019C	6	100599	100246
PAU5	6	99593	99225
YFL021C-A	6	96613	95759
GAT1	6	95964	97496
FRS2	6	95008	93497
BUD27	6	90984	93374
EPL1	6	90343	87845
BST1	6	87232	84143
STE2	6	82578	83873
GYP8	6	81910	80417
CAF16	6	80211	79342
CAK1	6	79159	78053
AGX1	6	76829	77986
YFL031C-A	6	76113	76012
HAC1	6	75177	76145
YFL032W	6	74870	75190
RIM15	6	74425	69113
RPL22B	6	64931	64242
MOB2	6	63992	63015
YFL034W	6	65475	68696
RPO41	6	58781	62836
TUB2	6	56335	57708
YPT1	6	55985	55365
ACT1	6	54695	53260
YFL040W	6	51350	52972
FET5	6	49139	51007
YFL041W-A	6	48734	48925
YFL042C	6	47744	45720
YFL044C	6	45560	44655
SEC53	6	44392	43628
YFL046W	6	42815	43438
RGD2	6	40421	42565
EMP47	6	40180	38843
YFL049W	6	36803	38674
ALR2	6	35848	33272
YFL051C	6	30540	30058
YFL052W	6	28232	29629
DAK2	6	23423	25198
YFL054C	6	22787	20847
AGP3	6	17004	18680
AAD6	6	15431	14793
AAD16	6	14763	14305
THI5	6	12929	13951
SNZ3	6	11363	12259
SNO3	6	10969	10301
YFL061W	6	9545	10222
COS4	6	6426	7565
YFL063W	6	5066	5521
YFL064C	6	3846	3322
YFL065C	6	3338	3030
YFL066C	6	2615	1437
YFL067W	6	836	1363
YFL068W	6	53	535
YFLCdelta6	6	144817	144519
YFLWTy2-1	6	137908	143866
YFLWdelta1	6	100575	100895
YFLWdelta2	6	137658	137907
YFLWdelta3	6	137908	138235
YFLWdelta4	6	143535	143866
YFLWdelta5	6	143867	143942
YFLWtau1	6	144198	144518
LOC1	6	149105	149719
NIC96	6	150011	152530
YPI1	6	153119	152652
RPN11	6	153388	154308
SAD1	6	155868	154522
YFR006W	6	156139	157746
YFR007W	6	159293	160354
FAR7	6	160529	161194
GCN20	6	162482	164740
YFR009W-A	6	163869	164126
UBP6	6	165060	166559
YFR010W-A	6	166721	166909
YFR011C	6	167251	166739
YFR012W	6	167881	168489
YFR012W-A	6	169216	169302
IOC3	6	169914	172277
CMK1	6	173869	172529
GSY1	6	176383	174257
YFR016C	6	180735	177034
YFR017C	6	182849	182262
YFR018C	6	184210	183119
FAB1	6	184490	191326
YFR020W	6	192726	193424
ATG18	6	194800	196302
YFR022W	6	196821	199022
PES4	6	199862	201697
LSB3	6	203421	201948
HIS2	6	204738	203731
YFR026C	6	206245	205736
ECO1	6	207440	208285
CDC14	6	210056	208401
PTR3	6	210925	212961
MET10	6	213300	216407
SMC2	6	220094	216582
RPL2A	6	221406	220495
YFR032C	6	222947	222078
RPL29	6	223425	223246
YFR032C-B	6	223961	223698
QCR6	6	224757	224314
PHO4	6	225946	225008
YFR034W-A	6	226010	226297
YFR035C	6	226453	226109
CDC26	6	226950	227324
YFR036W-A	6	227438	228088
RSC8	6	229173	227500
YFR038W	6	229367	231928
YFR039C	6	233531	231999
SAP155	6	234229	237237
YFR041C	6	238242	237355
YFR042W	6	238445	239047
YFR043C	6	239814	239101
YFR044C	6	241424	239979
YFR045W	6	242129	242986
YFR046C	6	244146	243061
BNA6	6	245153	244266
RMD8	6	246133	248121
YMR31	6	248510	248881
PRE4	6	249853	249053
RET2	6	251790	250150
YFR052C-A	6	253721	253416
RPN12	6	252492	253316
HXK1	6	255036	253579
YFR054C	6	259420	258842
YFR055W	6	264191	265213
YFR056C	6	264312	263944
YFR057W	6	269048	269503
YFRCdelta8	6	162129	161798
YFRCdelta9	6	191842	191673
YFRWdelta10	6	206910	207126
YFRWdelta7	6	158370	158680
ERG26	7	496504	495455
ERP6	7	494519	495169
CDH1	7	494176	492476
RPN14	7	491958	490705
COG7	7	490549	489710
PMC1	7	485923	489444
YGL006W-A	7	485426	485536
YGL007C-A	7	483030	482944
YGL007W	7	483263	483640
PMA1	7	482669	479913
LEU1	7	478655	476316
YGL010W	7	475548	476072
SCL1	7	475250	474492
ERG4	7	472858	474279
PDR1	7	472301	469095
YGL014C-A	7	466401	466240
PUF4	7	466144	468810
YGL015C	7	465438	465046
KAP122	7	461669	464914
ATE1	7	459857	461368
JAC1	7	459667	459113
CKB1	7	458159	458995
MDM39	7	457873	457166
ALK1	7	454788	457070
STT3	7	452407	454563
PIB2	7	452107	450200
YGL024W	7	449791	450126
PGD1	7	449960	448767
TRP5	7	448538	446415
CWH41	7	446146	443645
SCW11	7	442912	441284
CGR1	7	440066	440428
RPL30	7	439094	439641
RPL24A	7	437937	437470
AGA2	7	436836	436573
HOP2	7	435628	436354
YGL034C	7	433582	433217
MIG1	7	433065	431551
YGL036W	7	428604	431333
PNC1	7	427951	427301
OCH1	7	426808	425366
YGL039W	7	423965	425011
HEM2	7	420559	419531
YGL041C	7	419229	418915
YGL041C-B	7	418889	418707
YGL041W-A	7	419045	419293
YGL042C	7	418595	418290
DST1	7	417485	418414
RNA15	7	417038	416148
RIM8	7	414104	415732
YGL047W	7	411553	412161
RPT6	7	411287	410070
TIF4632	7	409605	406861
YGL050W	7	405777	406598
MST27	7	403688	404392
YGL052W	7	403438	403743
PRM8	7	402590	403303
ERV14	7	401288	400872
OLE1	7	398629	400161
SDS23	7	397622	396039
YGL057C	7	395833	394970
RAD6	7	393990	394508
YGL059W	7	392226	393701
YBP2	7	390068	391993
DUO1	7	389712	388969
PYC1	7	385197	388733
YGL063C-A	7	384652	384503
PUS2	7	383655	384767
MRH4	7	383209	381524
ALG2	7	381272	379761
SGF73	7	377610	379583
NPY1	7	376102	377256
YGL068W	7	375088	375672
YGL069C	7	375515	375051
RPB9	7	374828	374460
RCS1	7	372013	374085
YGL072C	7	371363	371004
HSF1	7	368754	371255
YGL074C	7	368923	368597
MPS2	7	368089	366926
RPL7A	7	365997	364336
HNM1	7	363917	362226
DBP3	7	361860	360289
YGL079W	7	359445	360101
YGL080W	7	358637	359029
YGL081W	7	357378	358340
YGL082W	7	355828	356973
SCY1	7	353059	355473
GUP1	7	352299	350617
YGL085W	7	349617	350441
MAD1	7	347120	349369
MMS2	7	346905	346407
YGL088W	7	345837	346202
MF(ALPHA)2	7	345154	344792
LIF1	7	343320	344585
NBP35	7	343043	342057
NUP145	7	337907	341860
SPC105	7	334887	337640
PAN2	7	334466	331119
VPS45	7	330608	328875
TOS8	7	325332	326162
SRM1	7	321783	323231
USE1	7	317343	318080
LSG1	7	314632	316554
SEH1	7	313235	314284
YGL101W	7	312194	312841
YGL102C	7	311934	311506
RPL28	7	310968	311928
VPS73	7	310174	308714
ARC1	7	307438	308568
MLC1	7	306561	307010
RMD9	7	306274	304334
YGL108C	7	304072	303650
YGL109W	7	303514	303837
CUE3	7	303412	301538
NSA1	7	299979	301370
TAF6	7	299729	298179
SLD3	7	295933	297939
YGL114W	7	293461	295638
SNF4	7	292034	293002
CDC20	7	289810	291642
YGL117W	7	288516	289313
YGL118C	7	288455	288018
ABC1	7	284446	285951
PRP43	7	283941	281638
GPG1	7	281161	280781
NAB2	7	280527	278950
YGL123C-A	7	277868	277638
RPS2	7	277621	278385
MON1	7	276718	274784
MET13	7	272524	274326
SCS3	7	271001	272143
SOH1	7	270779	270396
CWC23	7	270148	269297
RSM23	7	269192	267726
CEG1	7	266148	267527
SNT2	7	265862	261651
YGL132W	7	261583	261918
ITC1	7	257710	261504
PCL10	7	255666	256967
RPL1B	7	254644	255297
MRM2	7	253862	252900
SEC27	7	249872	252741
YGL138C	7	249534	248497
YGL139W	7	245719	248127
YGL140C	7	245015	241356
HUL5	7	238356	241088
GPI10	7	238122	236272
MRF1	7	235961	234720
ROG1	7	234510	232453
TIP20	7	230246	232351
YGL146C	7	229689	228754
RPL9A	7	228332	227757
ARO2	7	226402	227532
YGL149W	7	225575	225880
INO80	7	225576	221107
NUT1	7	217527	220925
YGL152C	7	217372	216695
PEX14	7	216276	217301
LYS5	7	216099	215281
CDC43	7	214084	215214
AMS1	7	210419	213670
YGL157W	7	209009	210052
RCK1	7	207036	208574
YGL159W	7	202725	203837
YGL160W	7	200565	202277
YIP5	7	200146	199214
SUT1	7	198142	199041
RAD54	7	196407	193711
YRB30	7	193304	191982
YGL165C	7	191980	191402
CUP2	7	191133	191810
PMR1	7	190472	187620
HUR1	7	187468	187800
SUA5	7	186063	187343
SPO74	7	185398	184157
ROK1	7	182394	184088
NUP49	7	180704	182122
KEM1	7	180117	175531
BUD13	7	174549	175349
SAE2	7	174326	173289
YGL176C	7	173083	171419
YGL177W	7	167563	167910
MPT5	7	167356	170575
TOS3	7	165095	163413
ATG1	7	160069	162762
GTS1	7	157910	159100
YGL182C	7	157600	157277
MND1	7	157289	156547
STR3	7	156016	154619
YGL185C	7	154310	153171
TPN1	7	152780	151041
COX4	7	150175	149708
YGL188C	7	149520	149347
YGL188C-A	7	148968	148828
RPS26A	7	148592	148233
CDC55	7	147393	145813
COX13	7	144812	145201
IME4	7	142250	144052
YGL193C	7	142231	141920
HOS2	7	141730	140372
GCN1	7	131529	139547
YGL196W	7	130553	131050
MDS3	7	124701	129164
YIP4	7	123594	124301
YGL199C	7	124045	123575
EMP24	7	123308	122697
MCM6	7	120909	117856
ARO8	7	116061	117563
KEX1	7	114666	112477
YGL204C	7	112007	111702
POX1	7	108160	110406
CHC1	7	107506	102545
SPT16	7	98971	102078
SIP2	7	97340	98587
MIG2	7	95860	97008
YPT32	7	93795	94463
YGL210W-A	7	93078	93308
YGL211W	7	92515	93096
VAM7	7	91435	92385
SKI8	7	91250	90057
YGL214W	7	90010	90498
CLG1	7	87979	89337
KIP3	7	84883	87300
YGL217C	7	85178	84837
YGL218W	7	83648	84298
MDM34	7	84255	82876
YGL220W	7	82372	82734
NIF3	7	82290	81424
EDC1	7	81184	80657
COG1	7	80363	79110
SDT1	7	78855	78013
VRG4	7	76892	77905
OST5	7	73156	72747
YGL226W	7	73338	73709
VID30	7	69670	72546
SHE10	7	67597	69330
SAP4	7	66958	64502
YGL230C	7	64214	63771
YGL231C	7	63619	63047
YGL232W	7	62074	63001
SEC15	7	59121	61853
ADE5,7	7	56481	58889
YGL235W	7	55278	55814
MTO1	7	55795	53756
HAP2	7	53528	52731
CSE1	7	49552	52434
YGL239C	7	49745	49431
DOC1	7	48613	49365
KAP114	7	45445	48459
YGL242C	7	45197	44652
TAD1	7	43307	44509
RTF1	7	41498	43174
YGL245W	7	39023	41149
RAI1	7	38780	37617
BRR6	7	36933	37526
PDE1	7	35653	36762
ZIP2	7	33098	35212
YGL250W	7	31910	32635
HFM1	7	31636	27921
RTG2	7	27484	25718
HXK2	7	23935	25395
FZF1	7	22304	23203
ZRT1	7	20978	22108
ADH4	7	14910	16307
MNT2	7	14157	12481
YGL258W	7	11110	11730
YGL258W-A	7	9162	9395
YPS5	7	8470	8967
YGL260W	7	6860	7090
YGL261C	7	6652	6290
YGL262W	7	5312	5839
COS12	7	2790	3932
YGLCdelta1	7	111507	111228
YGLCdelta5	7	319342	319010
YGLCsigma1	7	319763	319424
YGLCsigma3	7	405454	405209
YGLCtau3	7	320708	320356
YGLWdelta10	7	412456	412725
YGLWdelta2	7	111508	111700
YGLWdelta3	7	114941	115271
YGLWdelta4	7	318698	318861
YGLWdelta6	7	327905	328225
YGLWdelta7	7	401960	402291
YGLWdelta8	7	405005	405146
YGLWdelta9	7	405147	405208
YGLWomega1	7	838	1079
YGLWsigma2	7	401617	401895
YGLWtau1	7	110857	111227
YGLWtau2	7	204986	205341
YGR001C	7	498036	497135
YGR002C	7	499908	498478
CUL3	7	500134	502368
PEX31	7	502940	504328
TFG2	7	505861	504659
PRP18	7	506072	506827
MUQ1	7	506971	507942
STF2	7	508366	508112
SEC9	7	511004	509049
NMA2	7	511547	512734
YGR011W	7	512499	512825
YGR012W	7	513161	514342
SNU71	7	514556	516418
MSB2	7	516945	520865
YGR015C	7	522078	521092
YGR016W	7	522263	522835
YGR017W	7	523789	524682
YGR018C	7	524696	524367
UGA1	7	525231	526646
VMA7	7	527331	526975
YGR021W	7	527634	528506
YGR022C	7	529588	529259
MTL1	7	529266	530921
THG1	7	532598	531885
YGR025W	7	532641	532943
YGR026W	7	532987	533823
RPS25A	7	534460	534134
YGR027W-A	7	536059	537381
YGR027W-B	7	536059	541327
MSP1	7	542205	543293
ERV1	7	543555	544207
POP6	7	546159	545683
YGR031C-A	7	547302	546811
YGR031W	7	546443	547471
GSC2	7	548266	553953
YGR033C	7	554969	554250
RPL26B	7	555931	556674
YGR035C	7	557424	557074
YGR035W-A	7	557567	557788
CAX4	7	558870	558151
ACB1	7	559996	559733
YGR038C-A	7	567469	566147
YGR038C-B	7	567469	562201
ORM1	7	560684	561352
YGR039W	7	574890	575201
KSS1	7	575400	576506
BUD9	7	577489	579132
YGR042W	7	579478	580293
YGR043C	7	581438	580437
RME1	7	583894	582992
YGR045C	7	584298	583936
YGR046W	7	584897	586054
TFC4	7	589471	586394
UFD1	7	589828	590913
SCM4	7	591316	591879
YGR050C	7	592444	592088
YGR051C	7	593231	592908
YGR052W	7	593598	594707
YGR053C	7	595839	594988
YGR054W	7	596695	598623
MUP1	7	599419	601143
RSC1	7	601663	604449
LST7	7	605503	604775
YGR058W	7	606138	607145
SPR3	7	607565	609103
ERG25	7	610566	611495
ADE6	7	615967	611891
COX18	7	617280	616330
SPT4	7	617826	617518
YGR064W	7	617623	617991
VHT1	7	619860	618079
YGR066C	7	621801	620923
YGR067C	7	624788	622404
YGR068C	7	627086	625326
YGR068W-A	7	626296	626391
YGR069W	7	627085	627420
ROM1	7	627808	631275
YGR071C	7	634065	631483
UPF3	7	634306	635469
YGR073C	7	635988	635617
SMD1	7	635714	636154
PRP38	7	636877	636149
MRPL25	7	637579	637106
PEX8	7	639515	637746
PAC10	7	640373	639774
YGR079W	7	640722	641834
TWF1	7	642012	643010
SLX9	7	643782	643150
TOM20	7	644046	644597
GCD2	7	646817	644862
MRP13	7	648144	647125
RPL11B	7	648909	648385
PIL1	7	650619	649600
PDC6	7	652983	651292
CTT1	7	654603	656324
NNF2	7	656962	659772
UTP22	7	662360	666073
PRP31	7	666343	667827
DBF2	7	668191	669909
YGR093W	7	670390	671913
VAS1	7	672188	675502
RRP46	7	676344	675673
TPC1	7	676623	677567
ASK10	7	678697	682137
ESP1	7	687460	682568
TEL2	7	687901	689967
MDR1	7	690247	693099
PCP1	7	693365	694405
YGR102C	7	695137	694586
NOP7	7	695419	697236
SRB5	7	698370	697447
VMA21	7	698601	698834
YGR106C	7	699788	698991
YGR107W	7	702669	703118
CLB1	7	703638	705053
CLB6	7	706503	705361
YGR109W-A	7	707612	708484
YGR109W-B	7	707612	712256
YGR110W	7	713711	715048
YGR111W	7	715830	717032
SHY1	7	717360	718529
DAM1	7	718895	719926
YGR114C	7	720656	720267
YGR115C	7	721153	720374
SPT6	7	720411	724766
YGR117C	7	726481	725051
RPS23A	7	726976	727733
NUP57	7	729674	728049
COG2	7	730824	730036
MEP1	7	732930	731452
YGR121W-A	7	733415	733630
YGR122C-A	7	735761	735633
YGR122W	7	733938	735146
PPT1	7	738206	736665
ASN2	7	739947	741665
YGR125W	7	742328	745438
YGR126W	7	745838	746530
YGR127W	7	746801	747739
UTP8	7	750094	747953
SYF2	7	750403	751050
YGR130C	7	753847	751397
YGR131W	7	754729	755253
PHB1	7	756455	755592
PEX4	7	756899	757450
CAF130	7	757773	761141
PRE9	7	761395	762171
LSB1	7	762431	763156
YGR137W	7	762891	763265
TPO2	7	765609	763765
YGR139W	7	765729	766067
CBF2	7	767432	770302
VPS62	7	770572	771975
BTN2	7	772457	773689
SKN1	7	775196	777511
THI4	7	780402	781382
YGR145W	7	781770	783893
YGR146C	7	784861	784226
YGR146C-A	7	785440	785279
NAT2	7	786923	786057
RPL24B	7	787782	787315
YGR149W	7	789034	790332
YGR150C	7	793056	790462
YGR151C	7	794993	794658
RSR1	7	795495	794677
YGR153W	7	796095	796748
YGR154C	7	797871	796801
CYS4	7	798546	800069
PTI1	7	800549	801826
CHO2	7	802443	805052
MTR3	7	806024	805272
NSR1	7	807659	806415
YGR160W	7	807076	807687
RTS3	7	809423	808632
YGR161C-C	7	823018	821696
YGR161C-D	7	823018	817750
YGR161W-A	7	811741	813057
YGR161W-B	7	811741	817054
TIF4631	7	824062	826920
GTR2	7	827555	828580
YGR164W	7	828628	828963
MRPS35	7	829119	830156
KRE11	7	830518	832200
CLC1	7	832459	833160
YGR168C	7	834485	833355
PUS6	7	835906	834692
YGR169C-A	7	836668	836390
PSD2	7	837145	840561
MSM1	7	842554	840827
YIP1	7	843594	842848
YGR173W	7	843857	844963
CBP4	7	846408	845896
YGR174W-A	7	846658	846744
ERG1	7	848426	846936
YGR176W	7	848723	849070
ATF2	7	850439	848832
PBP1	7	853218	851050
OKP1	7	854898	853678
RNR4	7	856304	855267
TIM13	7	858290	858607
YGR182C	7	858907	858554
QCR9	7	859479	859066
UBR1	7	865756	859904
TYS1	7	867523	866339
TFG1	7	867777	869984
HGH1	7	871419	870235
BUB1	7	875112	872047
CRH1	7	878195	876672
YGR190C	7	880664	880299
HIP1	7	880423	882234
TDH3	7	883813	882815
PDX1	7	885744	884512
XKS1	7	887878	886076
SKI6	7	888885	889625
FYV8	7	892189	889736
SNG1	7	894143	892500
YGR198W	7	894696	897149
PMT6	7	897505	899784
ELP2	7	902273	899907
YGR201C	7	903200	902523
PCT1	7	904751	903477
YGR203W	7	905240	905686
YGR204C-A	7	909177	909064
ADE3	7	905937	908777
YGR205W	7	909216	910088
YGR206W	7	910435	910740
YGR207C	7	911631	910846
SER2	7	911886	912815
TRX2	7	913230	912916
YGR210C	7	914741	913506
ZPR1	7	915244	916704
YGR212W	7	917043	918449
RTA1	7	919468	918515
RPS0A	7	920578	921791
RSM27	7	922178	922510
GPI1	7	924465	922636
CCH1	7	924697	930816
CRM1	7	932542	935796
YGR219W	7	936036	936377
MRPL9	7	936884	936075
YGR221C	7	938993	937125
PET54	7	939924	940805
YGR223C	7	942216	940870
AZR1	7	942807	944648
AMA1	7	945146	946927
YGR226C	7	947001	946402
DIE2	7	947420	948997
YGR228W	7	949365	949709
SMI1	7	950899	949382
BNS1	7	951894	952307
PHB2	7	953481	952534
NAS6	7	953961	954647
PHO81	7	958211	954675
YHB1	7	959906	961105
YGR235C	7	962063	961362
YGR236C	7	962820	962431
YGR237C	7	965659	963302
KEL2	7	968691	966043
PEX21	7	970057	969191
PFK1	7	973738	970775
YGR240C-A	7	974781	974581
YAP1802	7	976585	974879
YGR242W	7	976419	976727
YGR243W	7	977340	977780
LSC2	7	979323	978040
SDA1	7	982072	979769
BRF1	7	984276	982486
CPD1	7	984970	985689
SOL4	7	985976	986743
MGA1	7	988053	989423
YGR250C	7	993525	991180
YGR251W	7	995643	996233
GCN5	7	996873	998192
PUP2	7	999144	998362
ENO1	7	1000931	1002244
COQ6	7	1003966	1002527
GND2	7	1004629	1006107
MTM1	7	1007310	1006210
RAD2	7	1010771	1007676
YGR259C	7	1012926	1012486
TNA1	7	1012490	1014094
APL6	7	1016755	1014326
BUD32	7	1017764	1016979
YGR263C	7	1019246	1017972
MES1	7	1021858	1019603
YGR265W	7	1021653	1022063
YGR266W	7	1022661	1024766
FOL2	7	1025740	1025009
HUA1	7	1026658	1026062
YGR269W	7	1026641	1026967
YGR270C-A	7	1027605	1027387
YTA7	7	1027375	1031514
YGR271C-A	7	1037996	1037805
SLH1	7	1031796	1037699
YGR272C	7	1038505	1038047
YGR273C	7	1039243	1038719
TAF1	7	1043100	1039900
RTT102	7	1043281	1043754
RNH70	7	1045485	1043824
YGR277C	7	1046566	1045649
CWC22	7	1046736	1048469
SCW4	7	1049963	1048803
PXR1	7	1051730	1050915
YOR1	7	1052829	1057262
BGL2	7	1058729	1057788
YGR283C	7	1060045	1059020
ERV29	7	1061595	1060663
ZUO1	7	1063158	1061857
BIO2	7	1064945	1063818
YGR287C	7	1068996	1067227
MAL13	7	1070298	1071719
MAL11	7	1075818	1073968
YGR290W	7	1075487	1075930
YGR291C	7	1076509	1076288
MAL12	7	1076604	1078358
YGR293C	7	1080351	1079890
YGR294W	7	1080311	1080673
COS6	7	1082734	1081589
YGR296C-A	7	1089450	1088875
YGR296C-B	7	1090233	1089751
YRF1-3	7	1084869	1090596
YGRCTy1-2	7	567762	561845
YGRCTy1-3	7	823309	817396
YGRCTy2-1	7	574702	568742
YGRCdelta12	7	535761	535609
YGRCdelta15	7	562178	561845
YGRCdelta16	7	567762	567429
YGRCdelta17	7	569074	568742
YGRCdelta18	7	574702	574371
YGRCdelta20	7	713386	713086
YGRCdelta25	7	779518	779228
YGRCdelta29	7	817727	817396
YGRCdelta30	7	823309	822978
YGRCtau3	7	931541	931172
YGRWTy1-1	7	535762	541687
YGRWTy2-2	7	811450	817400
YGRWTy3-1	7	707197	712547
YGRWdelta11	7	535213	535544
YGRWdelta13	7	535762	536099
YGRWdelta14	7	541350	541687
YGRWdelta19	7	701106	701352
YGRWdelta21	7	735545	735875
YGRWdelta22	7	774043	774165
YGRWdelta23	7	778787	779115
YGRWdelta24	7	779119	779227
YGRWdelta26	7	793240	793562
YGRWdelta27	7	811450	811781
YGRWdelta28	7	817077	817400
YGRWdelta31	7	875954	876282
YGRWdelta32	7	931689	932020
YGRWsigma4	7	707197	707536
YGRWsigma5	7	712208	712547
YGRWsigma6	7	735985	736325
YGRWsigma7	7	845284	845605
RPL14B	8	104271	105085
YHL002C-A	8	103069	102581
HSE1	8	102606	103964
LAG1	8	101878	100643
MRP4	8	99214	100398
YHL005C	8	99215	98823
SHU1	8	98790	98338
YHL006W-A	8	97727	98080
STE20	8	97932	95113
YHL008C	8	94505	92622
YAP3	8	85055	84063
YHL009W-A	8	85904	87145
YHL009W-B	8	85904	91313
YHL010C	8	83716	81959
PRS3	8	81611	80649
YHL012W	8	78931	80412
YHL013C	8	78349	77426
YLF2	8	77310	76093
RPS20	8	75408	75773
YHL015W-A	8	74695	74778
DUR3	8	74240	72033
YHL017W	8	70272	71870
YHL018W	8	69704	70066
APM2	8	69544	67727
YHL019W-A	8	67707	68300
OPI1	8	67452	66238
YHL021C	8	65855	64458
SPO11	8	64154	62958
RMD11	8	62560	59120
RIM4	8	56646	58787
SNF6	8	54848	55846
YHL026C	8	54023	53217
RIM101	8	51109	52986
WSC4	8	48761	50578
YHL029C	8	47966	45927
ECM29	8	40082	45688
YHL030W-A	8	39072	39533
GOS1	8	39484	38813
GUT1	8	38506	36377
RPL8A	8	36023	35253
SBP1	8	34075	33191
YHL034W-A	8	33174	33635
YHL035C	8	32754	27976
MUP3	8	26239	27879
YHL037C	8	26177	25698
CBP2	8	25506	23614
YHL039W	8	21780	23537
ARN1	8	20968	19085
YHL041W	8	17390	17839
YHL042W	8	15665	16117
ECM34	8	14899	15411
YHL044W	8	13563	14270
YHL045W	8	12500	12847
YHL046C	8	12283	11921
YHL046W-A	8	9979	10305
ARN2	8	10211	8298
YHL048C-A	8	5796	5662
COS8	8	6400	7545
YHL049C	8	4540	3725
YHL050C	8	3310	445
YHL050W-A	8	811	1293
YHLCdelta1	8	92094	91767
YHLComega1	8	8224	7993
YHLCsigma1	8	85533	85383
YHLWTy4-1	8	85534	91756
YHLWdelta2	8	92235	92385
YHLWtau1	8	85534	85904
YHLWtau2	8	91386	91756
OSH7	8	106049	107362
QCR10	8	107820	108116
LEU5	8	108806	109879
YHR003C	8	111311	110022
NEM1	8	113088	111748
GPA1	8	114911	113493
MRS11	8	115895	115614
STP2	8	117808	119433
ERG11	8	121677	120085
YHR007C-A	8	122759	122544
SOD2	8	123584	122883
YHR009C	8	125674	124103
RPL27A	8	126514	127485
DIA4	8	127773	129113
VPS29	8	129474	130441
ARD1	8	131439	130723
SPO13	8	132039	132914
MIP6	8	134546	136525
YSC84	8	138447	136873
YSC83	8	138686	139843
ARG4	8	141394	140003
DED81	8	143550	141886
YHR020W	8	143988	146054
RPS27B	8	148661	147863
ECM12	8	149217	149672
YHR022C	8	150337	149567
YHR022C-A	8	151298	151209
MYO1	8	151658	157444
MAS2	8	159184	157736
THR1	8	159430	160503
PPA1	8	160836	161477
RPN1	8	164703	161722
DAP2	8	167426	164970
YHR028W-A	8	167344	167664
YHR029C	8	168553	167669
SLT2	8	170336	168882
RRM3	8	172962	170791
